"","hgnc_symbol","entrezgene","chromosome_name","start_position","end_position"
"10052","PTMA",100506248,"2",232571605,232578251
"10053","PTMA",100422885,"2",232571605,232578251
"10054","PTMA",100422872,"2",232571605,232578251
"10055","PTMA",100302285,"2",232571605,232578251
"10056","PTMA",728026,"2",232571605,232578251
"10057","PTMA",5757,"2",232571605,232578251
"10058","BCL7A",605,"12",122457328,122499948
"10059","POF1B",79983,"X",84532402,84634748
"10060","ZNF217",7764,"20",52183604,52226446
"10061","OR10A4",283297,"11",6897856,6898850
"10062","FRMD4B",23150,"3",69219141,69591734
"10063","OR2D2",120776,"11",6912721,6913830
"10064","GCK",2645,"7",44183872,44237769
"10065","IQCF6",440956,"3",51812580,51813009
"10066","OR2D3",120775,"11",6942205,6943264
"10067","TBCC",6903,"6",42712219,42714558
"10068","ZNF530",348327,"19",58111253,58124090
"10069","WARS",7453,"14",100800125,100843142
"10070","ICAM1",3383,"19",10381511,10397291
"10071","IQCF3",401067,"3",51851620,51864876
"10072","MED14",9282,"X",40507558,40595110
"10073","NANOS1",340719,"10",120789228,120793854
"10074","NXPE4",54827,"11",114441313,114466484
"10075","PREB",10113,"2",27353624,27357543
"10076","GLTSCR1L",23506,"6",42749765,42836298
"10077","BTG1",694,"12",92536286,92539673
"10078","ZNF215",7762,"11",6947635,7005863
"10079","MLST8",64223,"16",2254249,2259417
"10080","VPS4B",9525,"18",61056423,61089716
"10081","ZNF134",7693,"19",58125601,58134724
"10082","TGFB2",7042,"1",218519577,218617961
"10083","UBD",10537,"HSCHR6_MHC_MANN",29522994,29527308
"10084","HLA-DPA1",3113,"HSCHR6_MHC_SSTO",33171992,33188198
"10085","TBX5",6910,"12",114791736,114846247
"10086","URI1",8725,"19",30414551,30506611
"10087","FSCN1",6624,"7",5632439,5646286
"10088","SNRPG",6637,"2",70508494,70520903
"10089","",NA,"4",185734773,185742443
"10090","OR2H2",7932,"HSCHR6_MHC_MANN",29555313,29556375
"10091","SUCLG1",8802,"2",84650647,84687169
"10092","HELT",391723,"4",185939995,185941958
"10093","LEMD2",221496,"6",33738979,33756913
"10094","NXPE2",120406,"11",114549108,114579362
"10095","BCKDHB",594,"6",80816364,81055987
"10096","SLC29A1",2030,"6",44187242,44201888
"10097","PPP1R15A",23645,"19",49375649,49379314
"10098","LRRC14B",389257,"5",191626,195468
"10099","CLEC2L",154790,"7",139208602,139229730
"10100","ICAM4",3386,"19",10397643,10399198
"10101","SLC26A1",10861,"4",972861,987228
"10102","ZNF211",10520,"19",58141761,58154147
"10103","FAM71D",161142,"14",67656110,67695267
"10104","RPL7L1",285855,"6",42847356,42857663
"10105","ANKRD39",51239,"2",97502348,97523832
"10106","ZNF214",7761,"11",7020549,7041599
"10107","USP24",23358,"1",55532032,55680786
"10108","FAM47E",100129583,"4",77135193,77204933
"10109","SLC25A4",291,"4",186064395,186071536
"10110","BCAS1",8537,"20",52553316,52687304
"10111","PRKRA",8575,"2",179296141,179316239
"10112","CLEC3B",7123,"3",45043040,45077563
"10113","CD300C",10871,"17",72537247,72542282
"10114","TULP2",7288,"19",49384222,49401990
"10115","HLA-DPB1",3115,"HSCHR6_MHC_SSTO",33183349,33194624
"10116","U2AF1",7307,"21",44513066,44527697
"10117","NLRP14",338323,"11",7041677,7092539
"10118","CD300LD",100131439,"17",72575504,72588422
"10119","RASGRP1",10125,"15",38780304,38857776
"10120","PDE6D",5147,"2",232597135,232650982
"10121","KIAA1430",57587,"4",186080819,186130658
"10122","NPEPPS",9520,"17",45600308,45700642
"10123","MLNR",2862,"13",49794474,49796513
"10124","LTA",4049,"HSCHR6_MHC_DBB",31521973,31524245
"10125","PIGO",84720,"9",35088685,35096591
"10126","NDUFS8",102465669,"11",67798084,67804111
"10127","NDUFS8",100616403,"11",67798084,67804111
"10128","NDUFS8",4728,"11",67798084,67804111
"10129","HIPK2",28996,"7",139246316,139477577
"10130","PHKG2",5261,"16",30759591,30772490
"10131","C1orf143",NA,"1",218683438,218699320
"10132","SERPINB5",5268,"18",61143994,61172318
"10133","SLC25A21",89874,"14",37147636,37642071
"10134","KIF5B",3799,"10",32297938,32345359
"10135","C17orf77",146723,"17",72580818,72590348
"10136","HMOX1",3162,"22",35776354,35790207
"10137","CADM1",23705,"11",115039938,115375675
"10138","MOG",4340,"HSCHR6_MHC_MANN",29624321,29639709
"10139","REEP4",80346,"8",21995533,21999464
"10140","BANF2",140836,"20",17674317,17716516
"10141","CCDC148",130940,"2",159027593,159313265
"10142","RNF216",54476,"7",5659678,5821370
"10143","PGK2",5232,"6",49753366,49755053
"10144","CD3EAP",10849,"19",45909467,45914024
"10145","",NA,"16",70333097,70400163
"10146","",NA,"7",80804824,80828431
"10147","ZBTB24",9841,"6",109783797,109804440
"10148","RAB3IL1",5866,"11",61664773,61687741
"10149","CD300E",342510,"17",72606026,72619897
"10150","LYPLAL1",127018,"1",219347186,219386207
"10151","DUSP22",100653247,"6",291630,351355
"10152","DUSP22",56940,"6",291630,351355
"10153","EIF2B5",8893,"3",183852826,184402546
"10154","TBL1Y",90665,"Y",6778727,6959724
"10155","CDADC1",81602,"13",49822047,49867618
"10156","CPSF6",11052,"12",69633317,69668138
"10157","POLB",5423,"8",42195972,42229326
"10158","SERPINB12",89777,"18",61223393,61234244
"10159","CRISP1",167,"6",49801970,49844809
"10160","RBMXL2",27288,"11",7110165,7112379
"10161","",NA,"12",72067984,72092748
"10162","BRE",9577,"2",28112808,28561768
"10163","MFSD6",54842,"2",191273081,191373931
"10164","DLX4",1748,"17",48046334,48052321
"10165","HLA-C",3107,"HSCHR6_MHC_QBL",31226380,31229751
"10166","SYT9",143425,"11",7260009,7490273
"10167","UTP14A",10813,"X",129040097,129063737
"10168","NUCB1",4924,"19",49403307,49426629
"10169","CDCP1",64866,"3",45123770,45187914
"10170","TMEM19",55266,"12",72079867,72097836
"10171","GABBR1",2550,"6",29523406,29601753
"10172","DDX19A",55308,"16",70380732,70407286
"10173","NPR3",4883,"5",32689176,32791819
"10174","RARS",5917,"5",167913450,167946304
"10175","SERPINB13",5275,"18",61254223,61271873
"10176","POMT1",10585,"9",134378289,134399193
"10177","HGF",3082,"7",81328322,81399754
"10178","USP9X",8239,"X",40944888,41095832
"10179","EIF3A",8661,"10",120794356,120840316
"10180","STK32A",202374,"5",146614526,146767415
"10181","TCIRG1",10312,"11",67806483,67818362
"10182","RNF112",7732,"17",19314438,19320589
"10183","MLXIP",22877,"12",122516628,122631894
"10184","ICAM5",7087,"19",10400657,10407454
"10185","LZTR1",8216,"22",21333751,21353327
"10186","SNX5",27131,"20",17922241,17949623
"10187","SLC30A10",55532,"1",219858769,220131989
"10188","SULT1C3",442038,"2",108863651,108881807
"10189","COX17",10063,"3",119373360,119396301
"10190","MCM5",4174,"22",35796056,35821423
"10191","C10orf95",79946,"10",104209594,104211300
"10192","BEST1",7439,"11",61717293,61732987
"10193","FRG2B",441581,"10",135437399,135440299
"10194","",NA,"5",133502861,133561762
"10195","",NA,"1",26145212,26147288
"10196","TMEM180",79847,"10",104221149,104236802
"10197","PPAP2B",8613,"1",56960419,57110974
"10198","CYP24A1",1591,"20",52769988,52790512
"10199","AUNIP",79000,"1",26158414,26185903
"10200","",NA,"21",44579176,44582387
"10201","CAV1",857,"7",116164839,116201233
"10202","PPP2CA",5515,"5",133530025,133561833
"10203","SKIL",6498,"3",170075466,170114623
"10204","TRIM31",11074,"HSCHR6_MHC_DBB",30061002,30071204
"10205","ZGLP1",100125288,"19",10415479,10420556
"10206","STOML2",30968,"9",35099888,35103154
"10207","ERCC1",2067,"19",45910591,45982086
"10208","CAB39L",81617,"13",49882786,50018262
"10209","YKT6",10652,"7",44240567,44253893
"10210","CRYAA",1409,"21",44589118,44592915
"10211","HIVEP1",3096,"6",12008995,12165232
"10212","PAQR7",164091,"1",26187701,26197744
"10213","C6orf226",441150,"6",42858005,42858554
"10214","CUL2",8453,"10",35297479,35379570
"10215","SERPINB4",6318,"18",61304493,61311532
"10216","FDX1L",112812,"19",10416103,10426691
"10217","PRKAA2",5563,"1",57110995,57181008
"10218","CNTNAP1",8506,"17",40834631,40851832
"10219","DPYSL3",1809,"5",146770374,146889619
"10220","STMN1",3925,"1",26210672,26233482
"10221","",100631383,"4",77172874,77232282
"10222","",100129583,"4",77172874,77232282
"10223","TMEM194B",100131211,"2",191369068,191399448
"10224","SIK1",150094,"21",44834395,44847008
"10225","EPRS",2058,"1",220141943,220220000
"10226","C10orf105",414152,"10",73471458,73497581
"10227","TRIM59",286827,"3",160150233,160203561
"10228","CCDC127",133957,"5",196986,218330
"10229","SNX25",83891,"4",186125391,186291339
"10230","DIP2B",57609,"12",50898768,51142450
"10231","FAM47E-STBD1",8987,"4",77172886,77232752
"10232","NOG",9241,"17",54671060,54672951
"10233","IKBKG",8517,"X",153769414,153796782
"10234","MRPS25",64432,"3",15083967,15106842
"10235","SLC25A21-AS1",NA,"14",37641093,37643016
"10236","TPH1",7166,"11",18039111,18063973
"10237","PSMB4",5692,"1",151372010,151374420
"10238","RAB37",326624,"17",72666717,72743474
"10239","C10orf54",64115,"10",73507316,73533255
"10240","PLEKHA1",59338,"10",124134212,124191867
"10241","IDUA",3425,"4",980785,998316
"10242","ZNF536",9745,"19",30719197,31204445
"10243","SLC35E2B",728661,"1",1592939,1624167
"10244","MOCOS",55034,"18",33767482,33852120
"10245","NRP2",8828,"2",206546714,206662857
"10246","ZFP57",346171,"HSCHR6_MHC_MANN",29639729,29648438
"10247","TIMM23",100652748,"10",51592080,51623365
"10248","TIMM23",100287932,"10",51592080,51623365
"10249","TIMM23",653252,"10",51592080,51623365
"10250","DNM1L",10059,"12",32832134,32898486
"10251","LYZ",4069,"12",69742121,69748014
"10252","C1orf168",199920,"1",57184477,57285369
"10253","ARHGAP9",64333,"12",57866038,57882597
"10254","SULT1C2",6819,"2",108905095,108926371
"10255","",NA,"13",50007495,50020554
"10256","PTCRA",171558,"6",42883727,42893573
"10257","",NA,"19",31640362,31640757
"10258","HSF2BP",11077,"21",44949072,45079374
"10259","CCDC77",84318,"12",498439,551811
"10260","CCDC158",339965,"4",77234154,77343021
"10261","BRICD5",283870,"16",2259254,2261951
"10262","C16orf93",90835,"16",30768744,30774031
"10263","TSHZ3",57616,"19",31765851,31840453
"10264","CHM",1121,"X",85116185,85302566
"10265","TBXAS1",6916,"7",139476850,139720125
"10266","ZSCAN4",201516,"19",58180303,58190520
"10267","PAFAH2",5051,"1",26286258,26324648
"10268","SETDB2",83852,"13",50018429,50069138
"10269","RQCD1",9125,"2",219433303,219461803
"10270","RAB21",23011,"12",72148654,72184699
"10271","TPPP2",122664,"14",21492268,21504435
"10272","USP13",8975,"3",179370543,179507189
"10273","PGP",283871,"16",2261998,2264808
"10274","COPS7B",64708,"2",232646381,232673963
"10275","OLFML1",283298,"11",7506619,7532608
"10276","ZNF551",90233,"19",58193337,58228669
"10277","CKMT1B",548596,"15",43885252,43897099
"10278","CKMT1B",1159,"15",43885252,43897099
"10279","ZNF507",22847,"19",32836500,32878573
"10280","IL3",3562,"5",131396222,131398897
"10281","RASD2",23551,"22",35936915,35950048
"10282","DDX3X",1654,"X",41192651,41223725
"10283","IQCF2",389123,"3",51895645,51897440
"10284","HLA-F",3134,"HSCHR6_MHC_MANN",29687660,29703415
"10285","YEATS4",8089,"12",69753483,69784576
"10286","C8A",731,"1",57320479,57383894
"10287","IQCF5",389124,"3",51907737,51909600
"10288","",NA,"19",58193413,58264943
"10289","PIGF",5281,"2",46808076,46844258
"10290","RRP1B",23076,"21",45079429,45115958
"10291","KLRB1",3820,"12",9747147,9760482
"10292","",NA,"19",58203868,58204128
"10293","SAAL1",113174,"11",18091482,18127638
"10294","SDHA",6389,"5",218356,256815
"10295","PFDN4",5203,"20",52824386,52844591
"10296","PTTG2",10744,"4",37962056,37962746
"10297","ZNF154",7710,"19",58208735,58220579
"10298","HLA-B",3106,"HSCHR6_MHC_QBL",31311768,31315097
"10299","C2",717,"6",31865562,31913449
"10300","",NA,"4",38628029,38666430
"10301","E4F1",1877,"16",2273567,2285743
"10302","COL11A2",1302,"HSCHR6_MHC_SSTO",33269767,33296554
"10303","FAM109A",144717,"12",111798455,111806925
"10304","MB",4151,"22",36002811,36033998
"10305","CNPY3",10695,"6",42896938,42907025
"10306","IQCF1",132141,"3",51928892,51937351
"10307","KLF3",51274,"4",38665817,38702663
"10308","C17orf67",339210,"17",54869274,54916134
"10309","CLDN11",5010,"3",170136653,170578169
"10310","ZNF671",79891,"19",58231119,58238992
"10311","FGFRL1",53834,"4",1003724,1020685
"10312","",51776,"2",173940163,174132738
"10313","",NA,"19",10416103,10426685
"10314","BUD13",84811,"11",116618886,116643704
"10315","ST3GAL2",6483,"16",70413338,70473140
"10316","TP53INP1",94241,"8",95938200,95961639
"10317","KPNA4",3840,"3",160212783,160283376
"10318","ZFYVE20",64145,"3",15111580,15140670
"10319","",NA,"19",10426147,10431354
"10320","FAM46A",55603,"6",82201156,82462491
"10321","CSF2",1437,"5",131409483,131411859
"10322","TBX3",6926,"12",115108059,115121969
"10323","C8B",732,"1",57394883,57431813
"10324","ZNF776",284309,"19",58258164,58269527
"10325","CLEC2D",29121,"12",9817565,9848413
"10326","DGKE",8526,"17",54911460,54946036
"10327","LRIT2",340745,"10",85980254,85985345
"10328","",NA,"22",36023040,36031181
"10329","FHOD3",80206,"18",33877677,34360018
"10330","RAVER1",125950,"19",10426888,10444316
"10331","UACA",55075,"15",70946893,71055932
"10332","APOL6",80830,"22",36044442,36064456
"10333","FAM214B",80256,"9",35104109,35116338
"10334","TSPY4",728395,"Y",9175073,9177893
"10335","DOK5",55816,"20",53092136,53267710
"10336","PHF11",51131,"13",50069746,50103123
"10337","MIPOL1",145282,"14",37667118,38021566
"10338","ACTR2",10097,"2",65454887,65498387
"10339","PLEKHF2",79666,"8",96146032,96168912
"10340","MAATS1",89876,"3",119421869,119485949
"10341","",NA,"18",47225,73545
"10342","C8orf37",157657,"8",96257147,96281429
"10343","MAPK14",1432,"6",35995488,36079013
"10344","APOL5",80831,"22",36113919,36125530
"10345","DACH2",117154,"X",85403462,86087607
"10346","ZNF586",54807,"19",58281023,58331307
"10347","RIBC1",158787,"X",53449639,53458059
"10348","LRIT1",26103,"10",85991349,86001217
"10349","",NA,"19",32895915,32896466
"10350","DTWD2",285605,"5",118173017,118324240
"10351","GDF6",392255,"8",97154562,97173020
"10352","TRIM40",135644,"HSCHR6_MHC_DBB",30094214,30106840
"10353","PPFIBP2",8495,"11",7534529,7678358
"10354","DHDH",27294,"19",49436939,49448226
"10355","EXTL1",2134,"1",26346375,26362955
"10356","LRP2BP",55805,"4",186285032,186317053
"10357","DNASE1L2",1775,"16",2285817,2288712
"10358","DLX3",1747,"17",48067369,48072588
"10359","PLCD4",84812,"2",219472488,219501907
"10360","DPY19L3",147991,"19",32896449,32976801
"10361","RGR",5995,"10",86004809,86019716
"10362","HLA-G",3135,"HSCHR6_MHC_MANN",29791677,29795834
"10363","FTH1",2495,"11",61727190,61735132
"10364","PUF60",22827,"8",144898514,144912029
"10365","UQCRB",7381,"8",97238148,97247862
"10366","CCL5",6352,"17",34198495,34207797
"10367","PDXK",101928493,"21",45138975,45182188
"10368","PDXK",8566,"21",45138975,45182188
"10369","UCK1",83549,"9",134399188,134406655
"10370","CDK11A",728642,"1",1634169,1655766
"10371","CDK11A",984,"1",1634169,1655766
"10372","RRP9",9136,"3",51967446,51975957
"10373","LGI3",203190,"8",22004338,22014597
"10374","NYX",60506,"X",41306687,41334963
"10375","BAX",581,"19",49458072,49465055
"10376","NAB1",4664,"2",191511472,191557492
"10377","",NA,"14",21500977,21502054
"10378","PTPRQ",NA,"12",80799774,81072802
"10379","RBFOX2",23543,"22",36134783,36424473
"10380","SEMA4C",54910,"2",97525453,97536494
"10381","RNASE13",440163,"14",21500979,21502944
"10382","TSPY8",728403,"Y",9195406,9218479
"10383","TMEM158",25907,"3",45265958,45267770
"10384","OR13A1",79290,"HSCHR10_1_CTG5",45798102,45811056
"10385","RNASE7",84659,"14",21510385,21512393
"10386","BPNT1",10380,"1",220230824,220263804
"10387","ALOX5",240,"HSCHR10_1_CTG5",45885738,45957624
"10388","ECI1",1632,"16",2289396,2302301
"10389","CBLN4",140689,"20",54572496,54580528
"10390","SH2B3",10019,"12",111843752,111889427
"10391","AK9",221264,"6",109814059,110012420
"10392","SERPINB3",6317,"18",61322431,61329197
"10393","RNASE8",122665,"14",21525981,21526614
"10394","RNF40",9810,"16",30773066,30787628
"10395","TLR10",81793,"4",38773860,38784611
"10396","ANKRD37",353322,"4",186317175,186321782
"10397","ZNF259",8882,"11",116648436,116658766
"10398","LARS2",23395,"3",45429998,45590913
"10399","GDF11",10220,"12",56137064,56150911
"10400","ZNF552",79818,"19",58315209,58326281
"10401","MC3R",4159,"20",54823788,54824871
"10402","TBC1D15",64786,"12",72233487,72320629
"10403","RCBTB1",55213,"13",50106082,50159719
"10404","P4HA2",101927705,"5",131527531,131631008
"10405","P4HA2",8974,"5",131527531,131631008
"10406","THAP7",80764,"22",21353393,21356485
"10407","EDN1",1906,"6",12290596,12297427
"10408","DAB1",1600,"1",57460451,59012406
"10409","TNF",7124,"HSCHR6_MHC_DBB",31525488,31528257
"10410","MPP5",64398,"14",67707826,67802536
"10411","RDM1",201299,"17",34245070,34257777
"10412","OVOL2",58495,"20",17937623,18039832
"10413","HLA-A",3105,"HSCHR6_MHC_MANN",29898024,29902665
"10414","FAM210B",116151,"20",54933971,54943719
"10415","MARCH8",220972,"HSCHR10_1_CTG5",45966098,46046882
"10416","C15orf53",400359,"15",38988799,38992239
"10417","",NA,"19",58331087,58370309
"10418","TLR1",7096,"4",38792298,38858438
"10419","ITGA3",3675,"17",48133332,48167845
"10420","BCORL1",63035,"X",129115083,129192058
"10421","RNF212",285498,"4",1050038,1107350
"10422","SARNP",84324,"12",56146247,56211540
"10423","C15orf54",400360,"15",39542885,39547046
"10424","UNC13B",10497,"9",35161999,35405335
"10425","ARHGEF40",55701,"14",21538429,21558399
"10426","ANAPC1",730268,"2",112523848,112642267
"10427","ANAPC1",64682,"2",112523848,112642267
"10428","DNAH6",1768,"2",84743579,85046713
"10429","MASTL",84930,"10",27443753,27475853
"10430","ZNF587B",100293516,"19",58331099,58370018
"10431","MRGPRX3",117195,"11",18142502,18160027
"10432","",NA,"22",21358030,21360736
"10433","MGME1",92667,"20",17949556,17971765
"10434","ARL11",115761,"13",50202435,50208008
"10435","",NA,"11",18161733,18211042
"10436","UFSP2",55325,"4",186320694,186347139
"10437","THBS1",7057,"15",39873280,39891667
"10438","MRGPRX4",117196,"11",18194384,18195827
"10439","RAPGEF1",2889,"9",134452157,134615461
"10440","TLR6",10333,"4",38825336,38858438
"10441","GIT1",28964,"17",27900487,27921072
"10442","",NA,"11",61735453,61736755
"10443","",NA,"11",18230685,18236109
"10444","JAKMIP2",9832,"5",146967990,147162338
"10445","DKK4",27121,"8",42231586,42234750
"10446","EBPL",84650,"13",50234859,50265611
"10447","MRPL38",64978,"17",73894724,73905899
"10448","ZNF814",730051,"19",58360099,58400442
"10449","PHACTR1",221692,"6",12717893,13288645
"10450","FUK",197258,"16",70488324,70514177
"10451","SAA4",100528017,"11",18252896,18258440
"10452","SAA4",6291,"11",18252896,18258440
"10453","PET117",100303755,"20",18118517,18123813
"10454","CTAG1A",246100,"X",153813407,153815075
"10455","CTAG1A",1485,"X",153813407,153815075
"10456","GTF2A1",2957,"14",81641796,81687721
"10457","IARS2",55699,"1",220267444,220321380
"10458","P2RX6",9127,"22",21364097,21383119
"10459","USP14",9097,"18",158383,214629
"10460","FAM114A1",92689,"4",38869298,38947360
"10461","DMXL1",1657,"5",118373467,118584833
"10462","PSAP",5660,"10",73576055,73611126
"10463","CTAG1B",246100,"X",153845865,153847533
